STN_ID,SITE_CODE,WELL_NAME,BASIN_NAME,GSA_NAME,GSP_NAME,MONITORING_NETWORK_TYPE,SUSTAINABILITY_INDICATORS,PRINCIPAL_AQUIFER,SWN,WCR_NO,LATITUDE,LONGITUDE,WELL_USE,WELL_TYPE,WELL_DEPTH,TOP_PRF,BOT_PRF,LAST_GSE,LAST_RPE,SMC_START_DATE,SMC_MT,SMC_IM_5_YR,SMC_IM_10_YR,SMC_IM_15_YR,SMC_MO,COMMENTS,FIRST_MSMT_DATE,LAST_MSMT_DATE,MSMT_COUNT
54306,353898N1190087W001,RMW-021,5-022.14 Kern County,Kern River GSA,Kern County Subbasin KRGSA GSP,SGMA,"Groundwater Levels,Groundwater Storage,Water Quality",KRGSA Principal Aquifer,29S28E19J002M,,35.3898,-119.009,Public Supply,Single Well,600,,,409,409,2020-01-30 14:11:17,169,179.75,190.5,201.25,212,,1941-11-27 00:00:00,2023-10-30 10:15:00,317
54309,353618N1189334W001,RMW-212,5-022.14 Kern County,Kern River GSA,Kern County Subbasin KRGSA GSP,SGMA,"Groundwater Levels,Groundwater Storage",KRGSA Principal Aquifer,29S28E35H001M,,35.3618,-118.933,Public Supply,Single Well,1250,,,423,423,2020-01-30 14:11:17,115,124.25,133.5,142.75,152,,2010-05-01 00:00:00,2023-10-13 09:00:00,108
54337,378143N1211910W001,Manteca Well 18,5-022.01 Eastern San Joaquin,City of Manteca GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Interconnected Surface Waters,Land Subsidence",,,,37.8143,-121.191,Observation,Single Well,350,109,349,43.8,43.8,2020-01-29 14:29:12,-16,9.1,9.1,7.5,5.8,,1997-10-01 12:01:00,2023-04-19 00:00:00,69
54344,364586N1194342W001,X176A,5-022.08 Kings,Kings River East GSA,Kings_KingsRiverEast_Adopted,SGMA Representative,"Groundwater Levels,Groundwater Storage",Assumed Unconfined,,,36.4586,-119.434,Irrigation,Single Well,,,,289.94,290.44,2020-01-28 12:21:01,84.4,156.59,144.27,136.06,133.5,Site GPS surveyed for RPE and GSE 12/2019,2019-04-04 12:00:00,2023-11-09 13:35:00,10
54348,359218N1192861W001,23S25E17,5-022.13 Tule,Pixley Irrigation District GSA,Pixley ID GSA,SGMA Representative,"Groundwater Levels,Groundwater Storage",Upper,, ,35.9218,-119.286,Other,Single Well,240,200,240,250.609,251.625,2020-01-31 10:11:07,14,65,59,63,62,Test Well; Composite indicates that the well is perforated in both Shallow and Deep Aquifers.,1959-08-19 00:00:00,2023-10-04 14:56:00,112
54359,360604N1192302W001,21S25E36,5-022.13 Tule,Lower Tule River Irrigation District GSA,LTRID GSA,SGMA Representative,"Groundwater Levels,Groundwater Storage",,,E0084286,36.0605,-119.23,Residential,Single Well,650,320,640,309.711,312.7,2020-01-31 10:11:07,-52,19,9,2,1,Geographic Information Systems,2020-02-22 12:00:00,2023-10-10 10:43:00,7
54368,359969N1191077W001,22S26E24,5-022.13 Tule,Eastern Tule GSA,Basin 5-022.13 - ETGSA GSP,SGMA Representative,"Groundwater Levels,Groundwater Storage",,,E0094537,35.9969,-119.108,Irrigation,Single Well,1240,670,1220,396.697,397.496,2020-01-31 10:11:07,-47,30,24,24,26,,2020-03-12 00:00:00,2023-10-17 15:52:00,7
54396,364880N1200724W002,FC-2B,5-022.08 Kings,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA,Groundwater Levels,Confined,,,36.488,-120.072,Observation,Part of a nested/multi-completion well,730,660,720,190,190,,,,,,,,2020-11-02 15:09:00,2023-10-19 08:00:00,7
54399,364045N1199772W001,FC-4A,5-022.08 Kings,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA,Groundwater Levels,Unconfined,,,36.4045,-119.977,Observation,Part of a nested/multi-completion well,750,320,440,204.1,205,,,,,,,,2019-11-08 12:00:00,2023-10-19 11:51:00,8
54403,364338N1199220W001,LANARE-02,5-022.08 Kings,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA,Groundwater Levels,Unconfined,,,36.4338,-119.922,Public Supply,Single Well,303,250,290,200.6,203.4,,,,,,,,2020-10-15 12:00:00,2023-10-18 09:00:00,7
54404,364346N1196920W001,LATON-05,5-022.08 Kings,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA,Groundwater Levels,Unconfined,,,36.4346,-119.692,Public Supply,Single Well,408,194,408,252.8,254.5,,,,,,,,2020-10-15 12:00:00,2023-10-12 08:39:00,7
54419,364545N1197714W001,ZON-MW1C,5-022.08 Kings,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA,Water Quality,Unconfined,,,36.4545,-119.771,Observation,Single Well,109,72,107,242.1,241.8,,,,,,,,,,
54421,365317N1200970W001,SL205254275-MW-HS,5-022.08 Kings,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA Representative,Water Quality,Unknown,,00783384,36.5317,-120.097,Public Supply,Single Well,400,320,400,0,0,,,,,,,,,,
54428,364102N1198790W001,E0001083,5-022.08 Kings,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA Representative,Water Quality,Unknown,,E0001083,36.4102,-119.879,Public Supply,Single Well,475,450,475,0,0,,,,,,,,,,
54430,364366N1198460W001,Well 1982111,5-022.08 Kings,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA Representative,Water Quality,Unknown,,,36.4365,-119.846,Public Supply,Single Well,415,,,0,0,,,,,,,,,,
54442,352017N1188072W001,31S29E25J001M,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA,"Water Quality,Water Quality",Principal Aquifer (KRF),31S29E25J001M,,35.2017,-118.807,Irrigation,Single Well,,,,435.17,436.07,,,,,,,,,,
54450,357470N1193360W001,SSJMUD-8,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Groundwater Levels,Groundwater Levels,Groundwater Storage,Groundwater Storage,Water Quality,Water Quality",,,,35.747,-119.336,Irrigation,Single Well,,,,265.2,266.7,2020-01-30 14:11:17,-329,-74,-125,-176,-227,,2012-03-09 00:00:00,2023-10-03 07:00:00,20
54461,350777N1191666W001,12N21W31P001S,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA,"Water Quality,Water Quality",Principal Aquifer (KRF),12N21W31P001S,,35.0777,-119.167,Irrigation,Single Well,,,,487,489,,,,,,,,,,
54475,369076N1198235W001,MW5,5-022.06 Madera,Root Creek Water District GSA,Madera_RCWD_Adopted,SGMA Representative,Water Quality,Unconfined,,,36.9076,-119.823,Observation,Single Well,,,,361.41,361.41,,,,,,,RWTFMW5,,,
54476,354350N1193586W001,1 Bushnell,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Groundwater Levels,Groundwater Levels,Groundwater Storage,Groundwater Storage",,,,35.4349,-119.358,Irrigation,Single Well,,,,295,296,2020-01-30 14:11:17,-84,,,,47,,1996-05-01 00:00:00,2023-10-23 15:18:00,308
54480,353915N1193454W001,17 Blacco HQ,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Groundwater Levels,Groundwater Levels,Groundwater Storage,Groundwater Storage",,,,35.3915,-119.345,Irrigation,Single Well,,,,295,296,2020-01-30 14:11:17,-41,,,,83,,2014-01-01 00:00:00,2023-10-23 15:19:00,106
54483,353619N1193099W001,22 Virgil Bussell,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Groundwater Levels,Groundwater Levels,Groundwater Storage,Groundwater Storage",,,,35.3626,-119.308,Residential,Single Well,,,,310,311,2020-01-30 14:11:17,1,,,,150,,1996-01-01 00:00:00,2023-10-27 06:29:00,320
54484,353634N1191766W001,36 Harvest Ranch,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Groundwater Levels,Groundwater Levels,Groundwater Storage,Groundwater Storage,Water Quality,Water Quality",,,,35.3634,-119.177,Public Supply,Single Well,,,,347,348,2020-01-30 14:11:17,41,,,,199,,1996-01-01 00:00:00,2023-11-01 16:24:00,314
54486,351942N1188484W001,ACSD Well #14,5-022.14 Kern County,Arvin GSA,South of Kern River GSP,SGMA Representative,"Groundwater Levels,Groundwater Storage,Water Quality",Principal Aquifer (KRF),,No. e0295346,35.1942,-118.848,Public Supply,Single Well,920,600,900,402,402,2020-01-30 14:11:17,-70,-16,-43,-6,30,,2015-12-29 00:00:00,2023-11-15 13:42:00,10
54488,351224N1189502W001,32S28E22R001M,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA,"Water Quality,Water Quality",Principal Aquifer (KRF),32S28E22R001M,,35.1223,-118.95,Irrigation,Single Well,1000,,,365.23,366.03,,,,,,,Borehole Depth,,,
54493,355935N1190787W001,EWMA #21,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Groundwater Levels,Groundwater Levels,Groundwater Storage,Groundwater Storage,Water Quality,Water Quality",,,,35.5934,-119.079,Irrigation,Single Well,1920,842,1920,830.63,830.63,2020-01-30 14:11:17,-110,,,,136,,1975-09-22 00:00:00,2023-10-04 08:37:00,21
54502,353250N1191739W001,30S26E10P004M,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Groundwater Levels,Groundwater Levels,Groundwater Storage,Groundwater Storage,Water Quality,Water Quality",unconfined,30S26E10P004M,e0365148,35.325,-119.174,Observation,Part of a nested/multi-completion well,720,665,705,347.38,349.38,2020-01-30 14:11:17,-24.8,,,,92.7,,2014-08-06 00:00:00,2023-09-25 13:07:00,97
54507,355878N1192269W001,88-21-005,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Groundwater Levels,Groundwater Levels,Groundwater Storage,Groundwater Storage,Water Quality,Water Quality",Main Production,,,35.5878,-119.227,Irrigation,Single Well,1100,560,980,416.76,418.26,2020-01-30 14:11:17,-131,56.5,19,-18.5,-56,,2005-02-04 00:00:00,2023-10-03 10:56:00,19
54509,354424N1191332W001,99-00-003,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Groundwater Levels,Groundwater Levels,Groundwater Storage,Groundwater Storage,Water Quality,Water Quality",Main Production,,,35.4424,-119.133,Irrigation,Single Well,704,300,704,385.16,386.66,2020-01-30 14:11:17,-2,138,100,62,49,,2011-02-21 00:00:00,2023-10-06 15:37:00,23
54534,353495N1192600W001,40 SREX-03 Prod.,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Water Quality,Water Quality",Kern County Sub-basin,,,35.3495,-119.26,Other,Single Well,670,410,650,327,328,,,,,,,,,,
54539,353515N1192830W001,42 SWEX-1,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Water Quality,Water Quality",Kern County Sub-basin,,,35.3515,-119.283,Other,Single Well,640,420,620,324,325,,,,,,,,,,
54547,353630N1191508W001,JRP 4,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Water Quality,Water Quality",Kern County Sub-basin,,,35.363,-119.151,Other,Single Well,660,200,640,362,363,,,,,,,,,,
54553,354778N1193188W001,KB 3,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Water Quality,Water Quality",,28S25E19H001M,,35.4778,-119.319,Irrigation,Single Well,960,500,960,323,323,,,,,,,,,,
54558,352002N1187698W001,Caratan Well (RMS-1),5-022.14 Kern County,Tejon-Castac Water District GSA,South of Kern River GSP,SGMA Representative,"Groundwater Levels,Groundwater Storage",Plio-Pliestocene Alluvium,,,35.2002,-118.77,Industrial,Single Well,800,436,800,546,546,2020-01-30 14:11:17,50,,,,100,Also used for irrigation,2019-11-11 00:00:00,2023-10-30 12:00:00,7
54567,389925N1214714W001,13N04E12,5-021.61 South Yuba,Yuba Water Agency GSA - South Yuba,,SGMA Representative,Water Quality,,13N04E12H004M,,38.9925,-121.471,Unknown,Single Well,,,,69.9,69.9,,,,,,,,,,
54572,392172N1215145W001,16N04E27,5-021.60 North Yuba,Yuba Water Agency GSA - North Yuba,,SGMA Representative,Water Quality,,16N04E27F002M,,39.2172,-121.514,Unknown,Single Well,,,,91.1,91.1,,,,,,,,,,
54595,378059N1211878W001,Manteca Well 17,5-022.01 Eastern San Joaquin,City of Manteca GSA,,SGMA,"Groundwater Levels,Seawater Intrusion,Water Quality",,,,37.8059,-121.188,Unknown,Single Well,372,110,362,-300,-300,,,,,,,"This well is also part of the Water Quality ""SGMA Representative"" monitoring network. It is an existing well monitored through the CV-SALTS program. ",,,
54597,381131N1213920W001,Flag City Well 2,5-022.01 Eastern San Joaquin,County of San Joaquin GSA - Eastern San Joaquin 1,,SGMA,"Groundwater Levels,Seawater Intrusion,Water Quality",,,,38.1131,-121.392,Unknown,Single Well,180,130,180,-300,-300,,,,,,,"This well is also part of the Water Quality ""SGMA Representative"" monitoring network.",,,
54610,364304N1195373W001,MWG INT,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA Representative,Groundwater Levels,Above E Clay,,,36.4304,-119.537,Observation,Part of a nested/multi-completion well,,,,277,278.3,2020-01-29 11:57:23,114,176,171,166,164,,2018-10-10 12:00:00,2023-10-12 10:40:00,11
54612,363274N1195809W001,MWH INT,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA Representative,Groundwater Levels,Above E Clay,,,36.3274,-119.581,Observation,Part of a nested/multi-completion well,,,,246.05,248.19,2020-01-29 11:57:23,37,99,94,89,87,,2018-10-10 12:00:00,2023-10-12 11:05:00,11
54620,359981N1192947W001,22S25E30,5-022.13 Tule,Pixley Irrigation District GSA,Pixley ID GSA,SGMA Representative,"Groundwater Levels,Groundwater Storage,Water Quality",Composite,,E0259438,35.9981,-119.295,Unknown,Single Well,840,340,840,260,261,2020-01-31 10:11:07,7,74,67,64,65,Geographic Information Systems,2019-02-15 12:00:00,2022-10-07 11:59:00,6
54623,360651N1195188W001,21S23E31,5-022.13 Tule,Lower Tule River Irrigation District GSA,LTRID GSA,SGMA Representative,Water Quality,Upper,,E0047650,36.0651,-119.519,Unknown,Single Well,400,200,400,189.746,191.731,,,,,,,Geographic Information Systems,2020-10-02 00:00:00,2020-10-02 00:00:00,1
54637,362219N1193155W001,KSB-1770,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,SGMA Representative,"Groundwater Levels,Groundwater Storage",Upper and Lower Aquifer System,20S24E01H002M,,36.2219,-119.315,Unknown,Single Well,715,300,700,296,296,2020-01-31 14:06:02,-150,-102,-112,-116,-117,,1992-03-15 00:00:00,2023-10-15 12:00:00,124
54680,363408N1195266W001,KSB-0903,5-022.11 Kaweah,Greater Kaweah GSA,Kaweah Subbasin - Greater Kaweah GSP,SGMA Representative,"Groundwater Levels,Groundwater Storage",,18S23E30D901M,,36.3408,-119.527,Unknown,Single Well,154,114,154,256,255.5,2020-01-31 14:06:02,71,133,123,113,103,,2006-02-03 00:00:00,2023-10-24 12:00:00,32
54972,378421N1209385W002,OID-15,5-022.01 Eastern San Joaquin,Oakdale Irrigation District GSA,,SGMA,Groundwater Levels,,,,37.8421,-120.938,Irrigation,Single Well,340,,,148.39,149.34,,,,,,,"Drilled in 1945, cable tool/open bottom. Well depth 340', cased to 159'. Voluntary reporting.",2020-02-18 11:35:00,2024-03-05 11:45:00,9
55037,355963N1178159W001,Inyo,6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA,Groundwater Levels,Primary,27S39E07R001A,,35.5963,-117.816,Observation,Single Well,515,434,514,2564.1,2566.6,,,,,,,Coordinates were field verified,1946-02-18 00:00:00,2023-10-19 12:00:00,95
55162,357840N1190456W001,EWMA #04,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Groundwater Levels,Groundwater Levels,Water Quality,Water Quality",Santa Margarita & Olcese,,,35.784,-119.046,Irrigation,Single Well,1650,810,1570,675.21,675.21,2020-01-30 14:11:17,-133.21,,,,87.79,,2020-04-13 12:00:00,2023-10-04 08:22:00,8
55163,357085N1190370W001,EWMA #10,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Groundwater Levels,Groundwater Levels,Water Quality,Water Quality",Santa Margarita & Olcese,,,35.7085,-119.037,Irrigation,Single Well,1800,,,857.45,857.45,2020-01-30 14:11:17,175.8,,,,-43,,2020-04-13 12:00:00,2023-10-04 08:35:00,8
55165,355891N1193417W001,Wasco 11,5-022.14 Kern County,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Groundwater Levels,Groundwater Levels,Water Quality,Water Quality",Main Production,,118895,35.5891,-119.342,Public Supply,Single Well,938,505,928,332,333.5,2020-01-30 14:11:17,-229,-25.5,-66.1,-106.7,-147,,2020-03-01 00:00:00,2023-10-02 10:11:00,18
55371,357250N1178368W001,WELL 27 (NWWF 04),6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA,Groundwater Levels,Primary,25S38E36B001M,067873,35.725,-117.837,Observation,Single Well,400,200,400,2296.08,2296.08,,,,,,,,2020-11-15 00:00:00,2023-10-19 00:00:00,7
55385,357022N1178471W001,26S/38E-01M05,6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA,"Groundwater Levels,Water Quality",Primary,26S38E01M005M,,35.7022,-117.847,Residential,Single Well,360,299,359,2373.43,2374.43,,,,,,,,2020-11-20 00:00:00,2023-10-15 09:21:00,7
55399,356677N1177598W001,26S/39E-15J,6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA,Groundwater Levels,Primary,,,35.6677,-117.76,Stockwatering,Single Well,885,480,720,2347.79,2354.79,,,,,,,,2020-11-18 00:00:00,2023-10-19 13:30:00,7
55407,356485N1177686W001,26S/39E-27C01,6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA,Groundwater Levels,Primary,26S39E27C001M,,35.6485,-117.769,Unknown,Single Well,,,,0,0,,,,,,,,1972-11-01 00:00:00,2023-10-19 00:00:00,8
55424,356791N1176295W001,26S/40E-13C02,6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA,Groundwater Levels,Primary,26S40E13C002M,,35.6791,-117.63,Observation,Single Well,45,9,28,2188.36,2189.36,,,,,,,,2020-11-16 00:00:00,2023-10-20 13:21:00,7
55434,356258N1177133W001,26S/40E-31K01,6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA,Groundwater Levels,Primary,26S40E31K001M,,35.6258,-117.713,Residential,Single Well,370,309,369,2390.95,2391.95,,,,,,,,1985-09-01 00:00:00,2023-10-20 12:00:00,76
55435,356307N1176669W001,26S/40E-34F01,6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA,Groundwater Levels,Primary,26S40E34F001M,,35.6307,-117.667,Other,Single Well,350,270,350,2294.48,2295.48,,,,,,,,1996-04-11 00:00:00,2023-10-19 00:00:00,48
55449,355740N1178297W001,IWV MW #3,6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA,"Groundwater Levels,Groundwater Storage",Primary,27S39E19E001M,,35.574,-117.83,Stockwatering,Single Well,1870,1850,1870,2639.49,2642.49,,,,,,,,1989-05-15 00:00:00,2023-10-15 13:13:00,59
55451,356118N1176453W001,Fairgrounds,6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA,Groundwater Levels,Primary,27S40E02P001M,,35.6118,-117.645,Unknown,Single Well,200,,,0,0,,,,,,,,2003-10-24 00:00:00,2023-10-19 00:00:00,37
55526,411220N1211339W001,BVMW 5-2,5-004 Big Valley,County of Lassen GSA,,SGMA,Groundwater Levels,,38N07E23C002M,WCR2020-006659,41.1219,-121.134,Observation,Single Well,115,65,115,4128.92,4128.59,,,,,,,Filter pack from 57.5 to 117,2020-06-29 00:00:00,2024-03-14 00:00:00,7
55528,411206N1211340W001,BVMW 5-4,5-004 Big Valley,County of Lassen GSA,,SGMA,Groundwater Levels,,38N07E23F001M,WCR2020-006663,41.1206,-121.134,Observation,Single Well,90,70,90,4130.23,4129.9,,,,,,,Filter pack from 60 to 93,2020-06-29 00:00:00,2024-03-14 00:00:00,7
55619,412119N1210286W001,BVMW 2-1,5-004 Big Valley,County of Modoc GSA - Big Valley,,SGMA Representative,Groundwater Levels,,39N08E23D001M,WCR2020-006667,41.2119,-121.029,Observation,Single Well,250,210,250,4216.51,4216.18,2022-01-27 16:20:25,4054,,,,4194,Continuous filter pack from 182 to 505,2020-06-29 00:00:00,2024-03-14 00:00:00,13
55626,412157N1211054W001,BVMW 3-4,5-004 Big Valley,County of Modoc GSA - Big Valley,,SGMA,Groundwater Levels,,39N07E13J002M,WCR2020-006596,41.2157,-121.105,Observation,Single Well,50,25,50,4165.31,4164.97,,,,,,,Filter pack from 22 to 55,2020-06-29 00:00:00,2024-03-14 00:00:00,7
55637,341646N1190916W001,01N21W16P10S,4-004.02 Oxnard,Fox Canyon Groundwater Management Agency GSA - Oxnard,,SGMA,Groundwater Levels,Upper FCA,,WCR2021-000332,34.1645,-119.092,Observation,Part of a nested/multi-completion well,864,710,860,26.12,25.56,,,,,,,,2020-10-12 00:00:00,2023-11-30 00:00:00,30
55934,366179N1203519W002,MW-4B,5-022.09 Westside,Westlands Water District GSA,,SGMA,Groundwater Levels,,,,36.6178,-120.352,Observation,Part of a nested/multi-completion well,485,355,475,169.616,172.018,,,,,,,,2021-04-07 12:55:00,2023-10-26 21:01:00,6
55957,366758N1202678W002,TW-4 Upper,5-022.07 Delta-Mendota,Central Delta-Mendota GSA,DM_NorthCentral_Adopted,SGMA Representative,Water Quality,Upper Aquifer,,,36.6429,-120.24,Observation,Part of a nested/multi-completion well,700,405,445,157.5,157.5,,,,,,,DMS ID 07-033,,,
56095,369141N1217575W002,PV20S,3-002.01 Pajaro Valley,,,SGMA Representative,"Groundwater Levels,Interconnected Surface Waters",,12S02E04A000H,WCR2015-003275,36.9141,-121.758,Observation,Part of a nested/multi-completion well,180,90,170,39.07,38.75,2022-01-01 00:00:00,-99999,,,,15,,2020-11-17 14:00:00,2023-12-15 09:18:00,30
56396,337423N1171832W001,EMWD14433,8-005 San Jacinto,West San Jacinto GSA,,SGMA,Groundwater Levels,Principal,05S03W15A001S,779980,33.7423,-117.183,Observation,Single Well,580,180,560,1429.61,1431.41,,,,,,,,2019-10-16 00:00:00,2023-10-10 00:00:00,9
56405,337876N1171646W001,EMWD25425,8-005 San Jacinto,West San Jacinto GSA,,SGMA,"Groundwater Levels,Water Quality",Principal,04S03W26Q003S,e014013,33.7876,-117.165,Public Supply,Single Well,370,100,330,1436.57,1436,,,,,,,,2020-01-13 00:00:00,2023-10-09 00:00:00,8
56419,338218N1172268W001,EMWD11068,8-005 San Jacinto,West San Jacinto GSA,,SGMA,"Groundwater Levels,Water Quality",Principal,04S03W18J003S,395319,33.8218,-117.227,Observation,Single Well,620,220,600,1447.9,1445,,,,,,,,2020-10-01 00:00:00,2023-10-10 00:00:00,6
56441,370981N1216346W001,10S03E03D007,3-003.01 Llagas Area,,,SGMA,"Groundwater Levels,Water Quality",principal aquifer,10S03E03D007M,,37.0981,-121.635,Residential,Single Well,220,,,326.12,326.05,,,,,,,Coordinate method is combination of GPS and digitized from map.,1948-03-15 23:00:00,2024-02-28 09:30:00,535
56460,369736N1215617W001,11S04E17N004,3-003.01 Llagas Area,,,SGMA,"Groundwater Levels,Groundwater Storage,Water Quality",shallow aquifer,11S04E17N004M,,36.9736,-121.562,Irrigation,Single Well,80,,,183.55,184.82,,,,,,,Coordinate method is combination of GPS and digitized from map.,1968-12-30 00:00:00,2024-02-27 09:58:00,315
56461,369592N1215231W001,11S04E22N001,3-003.01 Llagas Area,,,SGMA,"Groundwater Levels,Groundwater Storage",principal aquifer,11S04E22N001M,,36.9592,-121.523,Irrigation,Single Well,220,,,154.05,154.41,,,,,,,Coordinate method is combination of GPS and digitized from map.,1969-01-02 00:00:00,2024-02-27 08:26:00,312
56484,374456N1221383W001,06S03W01B010,2-009.02 Santa Clara,,,SGMA,"Groundwater Levels,Seawater Intrusion,Water Quality",shallow aquifer,06S03W01B010M,,37.4456,-122.138,Observation,Single Well,101,94,99,20.25,19.75,,,,,,,Coordinate method is combination of GPS and digitized from map.,2007-12-18 14:00:00,2024-02-01 11:40:00,4460
56489,372761N1218761W001,07S01E32R003,2-009.02 Santa Clara,,,SGMA,Groundwater Levels,principal aquifer,07S01E32R003M,,37.2761,-121.876,Observation,Single Well,350,,,159.67,158.92,,,,,,,Coordinate method is combination of GPS and digitized from map.,1969-09-10 00:00:00,2024-02-20 12:20:00,322
56510,372338N1217562W001,08S02E16Q014,No Basin Found,,,SGMA,Groundwater Levels,principal aquifer,08S02E16Q014M,,37.2338,-121.756,Observation,Single Well,35,25,35,239.75,242.6,,,,,,,Coordinate method is combination of GPS and digitized from map.,2003-12-17 10:47:00,2024-02-26 11:40:00,92
56515,372006N1217325W001,08S02E34A001,2-009.02 Santa Clara,,,SGMA,Groundwater Levels,principal aquifer,08S02E34A001M,,37.2006,-121.733,Irrigation,Single Well,60,,,260.95,261.48,,,,,,,Coordinate method is combination of GPS and digitized from map.,1936-06-29 01:00:00,2024-02-26 10:30:00,631
56521,371722N1217237W001,09S02E11C001,2-009.02 Santa Clara,,,SGMA,"Groundwater Levels,Groundwater Storage",principal aquifer,09S02E11C001M,,37.1722,-121.724,Residential,Single Well,120,,,286.27,286.6,,,,,,,Coordinate method is combination of GPS and digitized from map.,1958-11-04 00:00:00,2024-02-26 13:55:00,411
56598,370693N1220492W001,SLVWD Olympia #2,3-027 Santa Margarita,Santa Margarita Groundwater Agency GSA,,SGMA,"Groundwater Levels,Groundwater Storage,Water Quality",Santa Margarita,,,37.0693,-122.049,Public Supply,Single Well,310,225,298,525,527,,,,,,,,1981-07-01 12:00:00,2023-09-14 00:00:00,443
56607,370444N1220508W001,MHA #2,3-027 Santa Margarita,Santa Margarita Groundwater Agency GSA,,SGMA,"Groundwater Levels,Groundwater Storage,Water Quality",Lompico,,,37.0444,-122.051,Public Supply,Single Well,740,290,725,744.8,746.8,,,,,,,,1995-05-01 12:00:00,2023-09-14 00:00:00,49
56616,370543N1220145W001,SVWD #11A,3-027 Santa Margarita,Santa Margarita Groundwater Agency GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Water Quality",Lompico,,,37.0543,-122.014,Public Supply,Single Well,518,399,515,600.6,602.6,2022-01-03 14:00:09,288,299,312,314,317,,1997-07-01 12:00:00,2023-09-11 22:41:00,374
56622,370794N1220010W001,SVWD Canham Well,3-027 Santa Margarita,Santa Margarita Groundwater Agency GSA,,SGMA Representative,Groundwater Levels,Butano,,e0161581,37.0794,-122.001,Observation,Single Well,1390,1281,1381,783.3,782.8,2022-01-03 14:00:09,427,447,461,464,467,,2012-02-22 12:00:00,2023-10-03 11:24:00,399
56646,369591N1215388W001,11S04E21P003,3-003.01 Llagas Area,,,SGMA,Groundwater Levels,,11S04E21P003M,,36.9592,-121.539,Irrigation,Single Well,,,,156.71,157.79,,,,,,,Coordinate method is combination of GPS and digitized from map.,1969-01-02 00:00:00,2024-02-27 08:16:00,298
56651,372310N1217546W001,08S02E16Q015,2-009.02 Santa Clara,,,SGMA,Groundwater Levels,,08S02E16Q015M,,37.231,-121.755,Observation,Single Well,,,,236.4,239.23,,,,,,,Coordinate method is combination of GPS and digitized from map.,2018-10-22 12:02:00,2023-08-21 13:40:00,54
